,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Nazwa,Cena kupiona,Cena zaoferowana,Link,offer_id,Stan:,Kupione,Model,Producent:,Cena
3156,3156,3156,3156,3156,3156,3156,    GTX 1070 Ti ARMOR 8GB,Brak,1680,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1070-ti-armor-8gb-i7712081464.html,7712081464,Nowy,0,GTX1070ti,MSI,1680
3157,3157,3157,3157,3157,3157,3157,  GTX 1060 G1  6GB GDDR5,Brak,750,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1060-g1-gaming-6gb-gddr5-i7758273416.html,7758273416,Używany,0,GTX1060,Gigabyte,750
3158,3158,3158,3158,3158,3158,3158,   GTX 1050 2GB GDDR5  BOX,Brak,489,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-gtx-1050-2gb-gddr5-oc-box-i7753345487.html,7753345487,Używany,0,GTX1050,Asus,489
3159,3159,3159,3159,3159,3159,3159, GTX 970   # kurier gratis ,Brak,590,https://archiwum.allegro.pl//oferta/gigabyte-gtx-970-oc-windforce-kurier-gratis-i7752364381.html,7752364381,Używany,0,GTX970,Gigabyte,590
3160,3160,3160,3160,3160,3160,3160,OUTLET    GTX1050Ti  4GB,Brak,649,https://archiwum.allegro.pl//oferta/outlet-karta-graficzna-msi-gtx1050ti-gaming-4gb-i7758115597.html,7758115597,,0,GTX1050ti,MSI,649
3161,3161,3161,3161,3161,3161,3161,  GTX 1050 Ti  X 4GB,Brak,580,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1050-ti-gaming-x-4gb-i7752664882.html,7752664882,Używany,0,GTX1050ti,MSI,580
3162,3162,3162,3162,3162,3162,3162,    GTX 1060 AMP 6GB,Brak,1406,https://archiwum.allegro.pl//oferta/karta-graficzna-zotac-geforce-gtx-1060-amp-6gb-i7748692563.html,7748692563,Nowy,0,GTX1060,Zotac,1406
3163,3163,3163,3163,3163,3163,3163,  GTX 1060  X 3G 3GB GDDR5,Brak,649,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1060-gaming-x-3g-3gb-gddr5-i7757333106.html,7757333106,Używany,0,GTX1060,MSI,649
3164,3164,3164,3164,3164,3164,3164,    RX 580 GTS XXX + 8GB,Brak,1855,https://archiwum.allegro.pl//oferta/karta-graficzna-xfx-radeon-rx-580-gts-xxx-oc-8gb-i7636345950.html,7636345950,Nowy,0,RX580,XFX,1855
3165,3165,3165,3165,3165,3165,3165,    RX 580 GTS XXX + 8GB,Brak,1846,https://archiwum.allegro.pl//oferta/karta-graficzna-xfx-radeon-rx-580-gts-xxx-oc-8gb-i7561659443.html,7561659443,Nowy,0,RX580,XFX,1846
3166,3166,3166,3166,3166,3166,3166, GTX 980 Super JetStream 4GB BOX4GB,Brak,650,https://archiwum.allegro.pl//oferta/palit-gtx-980-super-jetstream-4gb-box4gb-i7758999131.html,7758999131,Używany,0,GTX980,PALIT,650
3167,3167,3167,3167,3167,3167,3167,  GTX 970  100ME edycja limitowana,Brak,649,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-970-gaming-100me-edycja-limitowana-i7749963342.html,7749963342,Używany,0,GTX970,MSI,649
3168,3168,3168,3168,3168,3168,3168," GTX 1060 Dual 3GB, Hynix, gw. 2020.11.24",Brak,650,https://archiwum.allegro.pl//oferta/msi-gtx-1060-dual-3gb-hynix-gw-2020-11-24-i7748065157.html,7748065157,Używany,0,GTX1060,MSI,650
3169,3169,3169,3169,3169,3169,3169,   GTX 1070  ,Brak,1350,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-gtx-1070-strix-oc-i7728840825.html,7728840825,Używany,0,GTX1070,ASUS,1350
3170,3170,3170,3170,3170,3170,3170,  GTX1050ti 4GB  X,570,570,https://archiwum.allegro.pl//oferta/msi-geforce-gtx1050ti-4gb-gaming-x-i7755681461.html,7755681461,Używany,1,GTX1050ti,MSI,570
3171,3171,3171,3171,3171,3171,3171,  GTX 1080 Mini ITX 8GB GDDR5X 256,Brak,1300,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1080-mini-itx-8gb-gddr5x-256-i7747440506.html,7747440506,Nowy,0,GTX1080,Gigabyte,1300
3172,3172,3172,3172,3172,3172,3172,  RX480 4GB NITRO+. GWARANCJA,Brak,450,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx480-4gb-nitro-gwarancja-i7760728648.html,7760728648,Używany,0,RX480,Sapphire,450
3173,3173,3173,3173,3173,3173,3173,"  RX 580  8G , 8192 MB GDDR5",Brak,1852,https://archiwum.allegro.pl//oferta/asus-radeon-rx-580-strix-8g-gaming-8192-mb-gddr5-i7674196471.html,7674196471,Nowy,0,RX580,ASUS,1852
3174,3174,3174,3174,3174,3174,3174,  GTX 1050 Ti  4GB GDDR5,Brak,516,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1050-ti-oc-4gb-gddr5-i7760771417.html,7760771417,Używany,0,GTX1050ti,Gigabyte,516
3175,3175,3175,3175,3175,3175,3175, RX 480 8GB,Brak,850,https://archiwum.allegro.pl//oferta/msi-rx-480-8gb-i7692479847.html,7692479847,Używany,0,RX480,MSI,850
3176,3176,3176,3176,3176,3176,3176,   GTX 1070Ti Dual 8GB,Brak,2159,https://archiwum.allegro.pl//oferta/karta-palit-geforce-gtx-1070ti-dual-8gb-i7634392733.html,7634392733,Nowy,0,GTX1070ti,Palit,2159
3177,3177,3177,3177,3177,3177,3177,  GTX 1070 Ti DUAL 8GB GDDR5,Brak,1950,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1070-ti-dual-8gb-gddr5-i7606371489.html,7606371489,Nowy,0,GTX1070ti,PALIT,1950
3178,3178,3178,3178,3178,3178,3178,    RX 570  4GB,Brak,669,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-radeon-rx-570-gaming-4gb-i7722205732.html,7722205732,Nowy,0,RX570,Gigabyte,669
3179,3179,3179,3179,3179,3179,3179,    RX 570  4GB,Brak,1112,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-radeon-rx-570-gaming-4gb-i7705300343.html,7705300343,Nowy,0,RX570,Gigabyte,1112
3180,3180,3180,3180,3180,3180,3180,  RX 570 NITRO+ 4GB Gwarancja,459,459,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx-570-nitro-4gb-gwarancja-i7749326181.html,7749326181,Używany,1,RX570,Sapphire,459
3181,3181,3181,3181,3181,3181,3181, GTX1060 6GB GWARANCJA,660,660,https://archiwum.allegro.pl//oferta/gainward-gtx1060-6gb-gwarancja-i7749308838.html,7749308838,Używany,1,GTX1060,GAINWARD,660
3182,3182,3182,3182,3182,3182,3182,  GTX 1070 Black - Gwarancja,Brak,1050,https://archiwum.allegro.pl//oferta/zotac-geforce-gtx-1070-black-gwarancja-i7751125485.html,7751125485,Nowy,0,GTX1070,ZOTAC,1050
3183,3183,3183,3183,3183,3183,3183, GTX 1070  GWARANCJA,1076,1076,https://archiwum.allegro.pl//oferta/asus-gtx-1070-strix-gwarancja-i7749264280.html,7749264280,Używany,1,GTX1070,ASUS,1076
3184,3184,3184,3184,3184,3184,3184,RX 570 4GB ,Brak,480,https://archiwum.allegro.pl//oferta/rx-570-4gb-gigabyte-i7758821283.html,7758821283,Używany,0,RX570,Gigabyte,480
3185,3185,3185,3185,3185,3185,3185,OUTLET    GTX1060 3GT  3GB GDDR5,Brak,699,https://archiwum.allegro.pl//oferta/outlet-karta-msi-geforce-gtx1060-3gt-oc-3gb-gddr5-i7758046710.html,7758046710,,0,GTX1060,MSI,699
3186,3186,3186,3186,3186,3186,3186, GTX 970 4GB ACX,Brak,489,https://archiwum.allegro.pl//oferta/evga-gtx-970-4gb-acx-i7737063009.html,7737063009,Używany,0,GTX970,EVGA,489
3187,3187,3187,3187,3187,3187,3187,  GTX 1060 3GB  rzna 100% OK,Brak,519,https://archiwum.allegro.pl//oferta/gigabyte-nvidia-gtx-1060-3gb-oc-roczna-100-ok-i7752049088.html,7752049088,Używany,0,GTX1060,Gigabyte,519
3188,3188,3188,3188,3188,3188,3188,GTX 1060 6GB   X,Brak,1071,https://archiwum.allegro.pl//oferta/gtx-1060-6gb-msi-gaming-x-i7755417264.html,7755417264,Używany,0,GTX1060,MSI,1071
3189,3189,3189,3189,3189,3189,3189,   GTX 1060 3GB,530,530,https://archiwum.allegro.pl//oferta/karta-graficzna-evga-gtx-1060-3gb-i7755365983.html,7755365983,Używany,1,GTX1060,EVGA,530
3190,3190,3190,3190,3190,3190,3190,  ROG  GTX 1080 8G  NOWA GW,2550,2550,https://archiwum.allegro.pl//oferta/asus-geforce-rog-strix-gtx-1080-8g-gaming-nowa-gw-i7752139910.html,7752139910,Nowy,1,GTX1080,ASUS,2550
3191,3191,3191,3191,3191,3191,3191,GTX 970   4GB  EDITION SZYBKA WYSYŁKA,580,580,https://archiwum.allegro.pl//oferta/gtx-970-asus-strix-4gb-oc-edition-szybka-wysylka-i7754867306.html,7754867306,Używany,1,GTX970,ASUS,580
3192,3192,3192,3192,3192,3192,3192,"  GTX 1050 Ti Cerberus A4G, 4096 MB GDD",Brak,1009,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-1050-ti-cerberus-a4g-4096-mb-gdd-i7673829001.html,7673829001,Nowy,0,GTX1050ti,ASUS,1009
3193,3193,3193,3193,3193,3193,3193,    GTX 1060 3GB mini GW,Brak,500,https://archiwum.allegro.pl//oferta/karta-graficzna-zotac-geforce-gtx-1060-3gb-mini-gw-i7755034376.html,7755034376,Używany,0,GTX1060,Zotac,500
3194,3194,3194,3194,3194,3194,3194,Potężny  GTX 1070 AORUS osiągi jak 1070Ti,Brak,1199,https://archiwum.allegro.pl//oferta/potezny-gigabyte-gtx-1070-aorus-osiagi-jak-1070ti-i7755696981.html,7755696981,Używany,0,GTX1070,Gigabyte,1199
3195,3195,3195,3195,3195,3195,3195,OUTLET    GTX1070 ROG  8GB,Brak,1699,https://archiwum.allegro.pl//oferta/outlet-karta-graficzna-asus-gtx1070-rog-strix-8gb-i7461979895.html,7461979895,,0,GTX1070,ASUS,1699
3196,3196,3196,3196,3196,3196,3196,  GTX 1060 DUAL 6GB DDR5 192BIT 3DP,Brak,1262,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1060-dual-6gb-ddr5-192bit-3dp-i7726464607.html,7726464607,Nowy,0,GTX1060,Palit,1262
3197,3197,3197,3197,3197,3197,3197,  GTX 1050 TI O 4GB 128BIT DVI/HDMI/DP,Brak,1030,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-1050-ti-o-4gb-128bit-dvi-hdmi-dp-i7753676663.html,7753676663,Nowy,0,GTX1050ti,ASUS,1030
3198,3198,3198,3198,3198,3198,3198,OUTLET    GTX1050TI 4GT  4GB,Brak,549,https://archiwum.allegro.pl//oferta/outlet-karta-graficzna-msi-gtx1050ti-4gt-oc-4gb-i7758089667.html,7758089667,,0,GTX1050ti,MSI,549
3199,3199,3199,3199,3199,3199,3199,  GTX 1050 Ti   4G NVIDI,Brak,1006,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1050-ti-windforce-oc-4g-nvidi-i7746858873.html,7746858873,Nowy,0,GTX1050ti,Gigabyte,1006
3200,3200,3200,3200,3200,3200,3200,OUTLET    RX 570 ARMOR  8GB,Brak,549,https://archiwum.allegro.pl//oferta/outlet-karta-msi-radeon-rx-570-armor-oc-8gb-i7758052035.html,7758052035,,0,RX570,MSI,549
3201,3201,3201,3201,3201,3201,3201,  GTX 1060 G1  6GB GDDR5 GW,750,750,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1060-g1-gaming-6gb-gddr5-gw-i7755368867.html,7755368867,Używany,1,GTX1060,Gigabyte,750
3202,3202,3202,3202,3202,3202,3202,   GTX 1060 3GB,490,490,https://archiwum.allegro.pl//oferta/karta-graficzna-evga-gtx-1060-3gb-i7755354488.html,7755354488,Używany,1,GTX1060,EVGA,490
3203,3203,3203,3203,3203,3203,3203,  GTX 1080 Twin X2 8GB GDDR5X,1750,1750,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1080-twin-x2-8gb-gddr5x-i7748993420.html,7748993420,Używany,1,GTX1080,Inno3D,1750
3204,3204,3204,3204,3204,3204,3204,  RX 560 Aero  4 GB,Brak,479,https://archiwum.allegro.pl//oferta/msi-radeon-rx-560-aero-oc-4-gb-i7686090674.html,7686090674,Używany,0,RX560,MSI,479
3205,3205,3205,3205,3205,3205,3205, GTX 1060 6GB Xtreme  BOX SKLEP GWAR,Brak,950,https://archiwum.allegro.pl//oferta/gigabyte-gtx-1060-6gb-xtreme-gaming-box-sklep-gwar-i7740907718.html,7740907718,Używany,0,GTX1060,GIGABYTE,950
3206,3206,3206,3206,3206,3206,3206,   RTX 2080 TI   FV,Brak,6388,https://archiwum.allegro.pl//oferta/karta-graficzna-asus-rtx-2080-ti-strix-gaming-fv-i7756124118.html,7756124118,Nowy,0,RTX2080ti,ASUS,6388
3207,3207,3207,3207,3207,3207,3207,"  RX 580  O8G , 8192 MB GDDR5",Brak,1816,https://archiwum.allegro.pl//oferta/asus-radeon-rx-580-strix-o8g-gaming-8192-mb-gddr5-i7673653836.html,7673653836,Nowy,0,RX580,ASUS,1816
3208,3208,3208,3208,3208,3208,3208,OUTLET    RX560   4GB,Brak,529,https://archiwum.allegro.pl//oferta/outlet-karta-gigabyte-radeon-rx560-gaming-oc-4gb-i7730745014.html,7730745014,Nowy,0,RX560,GIGABYTE,529
3209,3209,3209,3209,3209,3209,3209,  GTX 960 4 GB GDDR5 (128 bit) 2x D,Brak,415,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-960-4-gb-gddr5-128-bit-2x-d-i7749503528.html,7749503528,Używany,0,GTX960,Gigabyte,415
3210,3210,3210,3210,3210,3210,3210,  GT GTX 1060  X 3072MB GDDR5 192b,Brak,1270,https://archiwum.allegro.pl//oferta/msi-nvidia-gt-gtx-1060-gaming-x-3072mb-gddr5-192b-i7549889239.html,7549889239,Nowy,0,GTX1060,MSI,1270
3211,3211,3211,3211,3211,3211,3211,GTX 1050 2Gb   GDDR5,Brak,540,https://archiwum.allegro.pl//oferta/gtx-1050-2gb-msi-oc-gddr5-i7744031957.html,7744031957,Używany,0,GTX1050,MSI,540
3212,3212,3212,3212,3212,3212,3212,Gefre  GTX 1070 ti FTW2,Brak,1500,https://archiwum.allegro.pl//oferta/gefroce-evga-gtx-1070-ti-ftw2-i7689786094.html,7689786094,Używany,0,GTX1070ti,EVGA,1500
3213,3213,3213,3213,3213,3213,3213,  GTX 970  4GB,Brak,480,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-970-gaming-4gb-i7760556525.html,7760556525,Używany,0,GTX970,MSI,480
3214,3214,3214,3214,3214,3214,3214,  GTX 1050 Ti 4GB ,Brak,799,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1050-ti-4gb-windforce-i7753540232.html,7753540232,Nowy,0,GTX1050ti,Gigabyte,799
3215,3215,3215,3215,3215,3215,3215,    RX 580 8GB DDR5,Brak,1050,https://archiwum.allegro.pl//oferta/karta-graficzna-xfx-radeon-rx-580-8gb-ddr5-i7736724944.html,7736724944,Nowy,0,RX580,XFX,1050
3216,3216,3216,3216,3216,3216,3216,   GTX 1060 3GB F-VAT Samsung,Brak,579,https://archiwum.allegro.pl//oferta/karta-zotac-geforce-gtx-1060-3gb-f-vat-samsung-i7734633736.html,7734633736,Używany,0,GTX1060,Zotac,579
3217,3217,3217,3217,3217,3217,3217,  GTX 1060  6GB GDDR5,Brak,1209,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1060-stormx-6gb-gddr5-i7600176858.html,7600176858,Nowy,0,GTX1060,Palit,1209
3218,3218,3218,3218,3218,3218,3218,  GTX1060  X GDDR5 192bit 3GB ,Brak,1132,https://archiwum.allegro.pl//oferta/msi-geforce-gtx1060-gaming-x-gddr5-192bit-3gb-oc-i7544734867.html,7544734867,Nowy,0,GTX1060,MSI,1132
3219,3219,3219,3219,3219,3219,3219,    GTX1080 ,Brak,2651,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-geforce-gtx1080-windforce-i7686511520.html,7686511520,Nowy,0,GTX1080,Gigabyte,2651
3220,3220,3220,3220,3220,3220,3220, GTX960 4GB  DC2 GDDR5 128bit DVI HDMI DP,Brak,499,https://archiwum.allegro.pl//oferta/asus-gtx960-4gb-strix-dc2-gddr5-128bit-dvi-hdmi-dp-i7748712820.html,7748712820,Używany,0,GTX960,Asus,499
3221,3221,3221,3221,3221,3221,3221,"  RTX 2080 Ti Phoenix, 11264 MB GDD",Brak,6447,https://archiwum.allegro.pl//oferta/gainward-geforce-rtx-2080-ti-phoenix-11264-mb-gdd-i7702878676.html,7702878676,Nowy,0,RTX2080ti,Gainward,6447
3222,3222,3222,3222,3222,3222,3222,"  RTX 2080 Ti Phoenix, 11264 MB GDD",Brak,6447,https://archiwum.allegro.pl//oferta/gainward-geforce-rtx-2080-ti-phoenix-11264-mb-gdd-i7739563682.html,7739563682,Nowy,0,RTX2080ti,Gainward,6447
3223,3223,3223,3223,3223,3223,3223,"  GTX 1060 Twin X2, 6144 MB GDDR5",Brak,1489,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1060-twin-x2-6144-mb-gddr5-i7691137871.html,7691137871,Nowy,0,GTX1060,INNO3D,1489
3224,3224,3224,3224,3224,3224,3224,"  GTX 1060 Twin X2, 6144 MB GDDR5",Brak,1489,https://archiwum.allegro.pl//oferta/inno3d-geforce-gtx-1060-twin-x2-6144-mb-gddr5-i7739208496.html,7739208496,Nowy,0,GTX1060,INNO3D,1489
3225,3225,3225,3225,3225,3225,3225,  GTX 1060  X 6GB GDDR5 192bit,Brak,1429,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1060-gaming-x-6gb-gddr5-192bit-i7699332329.html,7699332329,Nowy,0,GTX1060,MSI,1429
3226,3226,3226,3226,3226,3226,3226, Nitro+  RX580 SE Dow zak. GW,720,720,https://archiwum.allegro.pl//oferta/sapphire-nitro-radeon-rx580-se-dow-zak-gw-i7755082028.html,7755082028,Używany,1,RX580,Sapphire,720
3227,3227,3227,3227,3227,3227,3227, GTX 1060 3GB,Brak,570,https://archiwum.allegro.pl//oferta/msi-gtx-1060-3gb-i7757313620.html,7757313620,Używany,0,GTX1060,MSI,570
3228,3228,3228,3228,3228,3228,3228,   GTX 1070 AMP 8GB EXTREME CORE,Brak,1820,https://archiwum.allegro.pl//oferta/karta-zotac-geforce-gtx-1070-amp-8gb-extreme-core-i7760157909.html,7760157909,Nowy,0,GTX1070,ZOTAC,1820
3229,3229,3229,3229,3229,3229,3229,GTX 1070  JetStream *SLI* graj w 4K,Brak,1150,https://archiwum.allegro.pl//oferta/gtx-1070-palit-jetstream-sli-graj-w-4k-i7748606783.html,7748606783,Używany,0,GTX1070,Palit,1150
3230,3230,3230,3230,3230,3230,3230,  GTX 1050 Ti 4GB - Warszawa Sklep,Brak,590,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1050-ti-4gb-warszawa-sklep-i7740099235.html,7740099235,Używany,0,GTX1050ti,Gigabyte,590
3231,3231,3231,3231,3231,3231,3231,   RX 580  4GB DDR5,Brak,1199,https://archiwum.allegro.pl//oferta/karta-gigabyte-radeon-rx-580-gaming-4gb-ddr5-i7451647658.html,7451647658,Nowy,0,RX580,Gigabyte,1199
3232,3232,3232,3232,3232,3232,3232,   RX 580  4GB DDR5 HDMI,Brak,1329,https://archiwum.allegro.pl//oferta/karta-gigabyte-radeon-rx-580-gaming-4gb-ddr5-hdmi-i7643582113.html,7643582113,Nowy,0,RX580,Gigabyte,1329
3233,3233,3233,3233,3233,3233,3233,    GTX 1060 6GT V1,Brak,800,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1060-6gt-ocv1-i7745361899.html,7745361899,Używany,0,GTX1060,MSI,800
3234,3234,3234,3234,3234,3234,3234, GTX 1070  X,Brak,1225,https://archiwum.allegro.pl//oferta/msi-gtx-1070-gaming-x-i7758893013.html,7758893013,Używany,0,GTX1070,MSI,1225
3235,3235,3235,3235,3235,3235,3235,  GTX 1060 6GB  - Warszawa Sklep,Brak,990,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1060-6gb-gaming-warszawa-sklep-i7728748461.html,7728748461,Używany,0,GTX1060,MSI,990
3236,3236,3236,3236,3236,3236,3236,   Armor Rx 580 8GB 18-mies. gwar,Brak,709,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-armor-rx-580-8gb-18-mies-gwar-i7757368385.html,7757368385,Używany,0,RX580,MSI,709
3237,3237,3237,3237,3237,3237,3237,  GTX 1080 Ti  X 11GB GDDR5X,Brak,2500,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1080-ti-gaming-x-11gb-gddr5x-i7731884407.html,7731884407,Używany,0,GTX1080ti,MSI,2500
3238,3238,3238,3238,3238,3238,3238,  GTX 1050 Ti   4G NVIDI,Brak,966,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1050-ti-windforce-oc-4g-nvidi-i7747688237.html,7747688237,Nowy,0,GTX1050ti,Gigabyte,966
3239,3239,3239,3239,3239,3239,3239,  GTX 1080 8GB Dual - Warszawa Sklep,Brak,1700,https://archiwum.allegro.pl//oferta/palit-geforce-gtx-1080-8gb-dual-warszawa-sklep-i7726133208.html,7726133208,Używany,0,GTX1080,Palit,1700
3240,3240,3240,3240,3240,3240,3240,  GTX 1080 8GB - Warszawa Sklep,Brak,1880,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-1080-8gb-warszawa-sklep-i7728058699.html,7728058699,Używany,0,GTX1080,Gigabyte,1880
3241,3241,3241,3241,3241,3241,3241,  RTX 2080  X2 8GB - w magazynie,Brak,3199,https://archiwum.allegro.pl//oferta/inno3d-geforce-rtx-2080-oc-x2-8gb-w-magazynie-i7746617296.html,7746617296,Nowy,0,RTX2080,Inno3D,3199
3242,3242,3242,3242,3242,3242,3242,  GTX 980 SuperClked ACX 2.0 4GB,Brak,999,https://archiwum.allegro.pl//oferta/evga-geforce-gtx-980-superclocked-acx-2-0-4gb-i7727803457.html,7727803457,Używany,0,GTX980,EVGA,999
3243,3243,3243,3243,3243,3243,3243,  GTX980 Ti  6GB 384bit DP,Brak,999,https://archiwum.allegro.pl//oferta/nvidia-geforce-gtx980-ti-gigabyte-6gb-384bit-dp-i7756047529.html,7756047529,Używany,0,GTX980ti,Gigabyte,999
3244,3244,3244,3244,3244,3244,3244,"  GTX 1050 Ti 4GT , 4GB, DisplayPort",Brak,916,https://archiwum.allegro.pl//oferta/msi-geforce-gtx-1050-ti-4gt-oc-4gb-displayport-i7730782684.html,7730782684,Nowy,0,GTX1050ti,MSI,916
3245,3245,3245,3245,3245,3245,3245,  GTX 970 4GB  - Warszawa Sklep,Brak,660,https://archiwum.allegro.pl//oferta/asus-geforce-gtx-970-4gb-strix-warszawa-sklep-i7510394920.html,7510394920,Używany,0,GTX970,Asus,660
3246,3246,3246,3246,3246,3246,3246, RTX 2070  Z,Brak,1500,https://archiwum.allegro.pl//oferta/msi-rtx-2070-gaming-z-i7760133899.html,7760133899,Używany,0,RTX2070,MSI,1500
3247,3247,3247,3247,3247,3247,3247,   RX570  NITRO+ 8GB,Brak,639,https://archiwum.allegro.pl//oferta/karta-graficzna-radeon-rx570-sapphire-nitro-8gb-i7726600778.html,7726600778,Używany,0,RX570,SAPPHIRE,639
3248,3248,3248,3248,3248,3248,3248,  RX570 NITRO+ 8GB PREZENT NA ŚWIĘTA,Brak,799,https://archiwum.allegro.pl//oferta/sapphire-radeon-rx570-nitro-8gb-prezent-na-swieta-i7647447252.html,7647447252,,0,RX570,Sapphire,799
3249,3249,3249,3249,3249,3249,3249,  GTX 1050Ti  4GB GW do 03-2021,Brak,699,https://archiwum.allegro.pl//oferta/karta-asus-gtx-1050ti-strix-4gb-gw-do-03-2021-i7743708187.html,7743708187,Używany,0,GTX1050ti,Asus,699
3250,3250,3250,3250,3250,3250,3250,gtx 1050ti 4gb ,Brak,450,https://archiwum.allegro.pl//oferta/gtx-1050ti-4gb-msi-i7760028299.html,7760028299,Używany,0,GTX1050ti,msi,450
3251,3251,3251,3251,3251,3251,3251," Red Dragon  RX 560, 4GB GDDR5, DV",Brak,634,https://archiwum.allegro.pl//oferta/powercolor-red-dragon-radeon-rx-560-4gb-gddr5-dv-i7666692437.html,7666692437,Nowy,0,RX560,PowerColor,634
3252,3252,3252,3252,3252,3252,3252, Geforce GTX 960 2GB  |24h F-ra,Brak,415,https://archiwum.allegro.pl//oferta/gigabyte-geforce-gtx-960-2gb-windforce-24h-f-ra-i7731393958.html,7731393958,Używany,0,GTX960,Gigabyte,415
3253,3253,3253,3253,3253,3253,3253,    GTX 1060 3GT  3GB,600,600,https://archiwum.allegro.pl//oferta/karta-graficzna-msi-geforce-gtx-1060-3gt-oc-3gb-i7754124164.html,7754124164,Używany,1,GTX1060,MSI,600
3254,3254,3254,3254,3254,3254,3254,  RX 560 4G ,Brak,540,https://archiwum.allegro.pl//oferta/gigabyte-radeon-rx-560-4g-oc-i7751572910.html,7751572910,Nowy,0,RX560,GIGABYTE,540
3255,3255,3255,3255,3255,3255,3255,"  RTX 2070 AERO 8G, 8GB GDDR6, 3xDP+HDMI",Brak,2643,https://archiwum.allegro.pl//oferta/msi-geforce-rtx-2070-aero-8g-8gb-gddr6-3xdp-hdmi-i7748065025.html,7748065025,Nowy,0,RTX2070,MSI,2643
3256,3256,3256,3256,3256,3256,3256,  GTX 1050 Ti XLR8   2 4GB GDDR5,Brak,905,https://archiwum.allegro.pl//oferta/pny-geforce-gtx-1050-ti-xlr8-oc-gaming-2-4gb-gddr5-i7592532869.html,7592532869,Nowy,0,GTX1050ti,PNY,905
3257,3257,3257,3257,3257,3257,3257,   GTX 1070Ti  8GB,Brak,2039,https://archiwum.allegro.pl//oferta/karta-graficzna-gigabyte-gtx-1070ti-gaming-8gb-i7709574272.html,7709574272,Nowy,0,GTX1070ti,Gigabyte,2039
3258,3258,3258,3258,3258,3258,3258, windforce gtx 960 4gb gwarancja,Brak,505,https://archiwum.allegro.pl//oferta/gigabyte-windforce-gtx-960-4gb-gwarancja-i7749550257.html,7749550257,Używany,0,GTX960,Gigabyte,505
3259,3259,3259,3259,3259,3259,3259,Nowa    Quadro P4000 8GB,Brak,3980,https://archiwum.allegro.pl//oferta/nowa-karta-graficzna-pny-quadro-p4000-8gb-i7746173552.html,7746173552,Nowy,0,QUADROp4000,PNY,3980
3260,3260,3260,3260,3260,3260,3260,   Geforce GTX 1070ti Mini,Brak,1349,https://archiwum.allegro.pl//oferta/karta-graficzna-zotac-geforce-gtx-1070ti-mini-i7574291978.html,7574291978,Używany,0,GTX1070ti,Zotac,1349
3261,3261,3261,3261,3261,3261,3261, VGA  GTX1070  8GB GDDR5 256bit DVI,Brak,2373,https://archiwum.allegro.pl//oferta/karta-vga-gigabyte-gtx1070-oc-8gb-gddr5-256bit-dvi-i7743198582.html,7743198582,Nowy,0,GTX1070,Gigabyte,2373
3262,3262,3262,3262,3262,3262,3262, GTX 1070  X 8GB @IDEAŁ@ NIGDY NIE KOPAŁA,Brak,1299,https://archiwum.allegro.pl//oferta/msi-gtx-1070-gaming-x-8gb-ideal-nigdy-nie-kopala-i7758894440.html,7758894440,Używany,0,GTX1070,MSI,1299
